2021-08-06 08:39:51,021-INFO:start training on dataset user:4442, item:5351, project:200
2021-08-06 09:03:26,497-WARNING:project level => top 20 : best suc 0.577577, best pre 0.050426,  best recall 0.141346
2021-08-06 09:03:26,507-INFO:MAP: 0.048924
2021-08-06 09:11:29,784-INFO:test start. test set size: 175
2021-08-06 09:11:29,867-INFO:test end time: 0.08235692977905273s
2021-08-06 09:11:29,872-WARNING:method level => top 1 : best suc 0.182857, best pre 0.182857,  best recall 0.029486
2021-08-06 09:11:29,872-WARNING:project level => top 1 : best suc 0.169583, best pre 0.169583,  best recall 0.028944
2021-08-06 09:11:29,875-WARNING:method level => top 2 : best suc 0.257143, best pre 0.131429,  best recall 0.040294
2021-08-06 09:11:29,875-WARNING:project level => top 2 : best suc 0.251079, best pre 0.126736,  best recall 0.039418
2021-08-06 09:11:29,879-WARNING:method level => top 3 : best suc 0.354286, best pre 0.139048,  best recall 0.059827
2021-08-06 09:11:29,879-WARNING:project level => top 3 : best suc 0.340690, best pre 0.123679,  best recall 0.053901
2021-08-06 09:11:29,882-WARNING:method level => top 4 : best suc 0.388571, best pre 0.122857,  best recall 0.069457
2021-08-06 09:11:29,882-WARNING:project level => top 4 : best suc 0.376028, best pre 0.107359,  best recall 0.060280
2021-08-06 09:11:29,885-WARNING:method level => top 5 : best suc 0.440000, best pre 0.105143,  best recall 0.074696
2021-08-06 09:11:29,885-WARNING:project level => top 5 : best suc 0.411220, best pre 0.093677,  best recall 0.066535
2021-08-06 09:11:29,888-WARNING:method level => top 6 : best suc 0.445714, best pre 0.095238,  best recall 0.083061
2021-08-06 09:11:29,888-WARNING:project level => top 6 : best suc 0.413413, best pre 0.083077,  best recall 0.071036
2021-08-06 09:11:29,891-WARNING:method level => top 7 : best suc 0.451429, best pre 0.088163,  best recall 0.093823
2021-08-06 09:11:29,891-WARNING:project level => top 7 : best suc 0.415606, best pre 0.077006,  best recall 0.083447
2021-08-06 09:11:29,894-WARNING:method level => top 8 : best suc 0.457143, best pre 0.080714,  best recall 0.095691
2021-08-06 09:11:29,894-WARNING:project level => top 8 : best suc 0.425154, best pre 0.073317,  best recall 0.086990
2021-08-06 09:11:29,897-WARNING:method level => top 9 : best suc 0.480000, best pre 0.073651,  best recall 0.100348
2021-08-06 09:11:29,898-WARNING:project level => top 9 : best suc 0.445141, best pre 0.067375,  best recall 0.092260
2021-08-06 09:11:29,901-WARNING:method level => top 10 : best suc 0.491429, best pre 0.072000,  best recall 0.104974
2021-08-06 09:11:29,901-WARNING:project level => top 10 : best suc 0.475267, best pre 0.067156,  best recall 0.096209
2021-08-06 09:11:29,904-WARNING:method level => top 11 : best suc 0.514286, best pre 0.068571,  best recall 0.111418
2021-08-06 09:11:29,904-WARNING:project level => top 11 : best suc 0.507003, best pre 0.064995,  best recall 0.102021
2021-08-06 09:11:29,907-WARNING:method level => top 12 : best suc 0.525714, best pre 0.066667,  best recall 0.114073
2021-08-06 09:11:29,907-WARNING:project level => top 12 : best suc 0.518168, best pre 0.061915,  best recall 0.104006
2021-08-06 09:11:29,910-WARNING:method level => top 13 : best suc 0.531429, best pre 0.064176,  best recall 0.119103
2021-08-06 09:11:29,910-WARNING:project level => top 13 : best suc 0.518168, best pre 0.060028,  best recall 0.110470
2021-08-06 09:11:29,913-WARNING:method level => top 14 : best suc 0.548571, best pre 0.062041,  best recall 0.124455
2021-08-06 09:11:29,913-WARNING:project level => top 14 : best suc 0.534469, best pre 0.058787,  best recall 0.115339
2021-08-06 09:11:29,916-WARNING:method level => top 15 : best suc 0.565714, best pre 0.062095,  best recall 0.132898
2021-08-06 09:11:29,917-WARNING:project level => top 15 : best suc 0.544337, best pre 0.057905,  best recall 0.121667
2021-08-06 09:11:29,919-WARNING:method level => top 16 : best suc 0.582857, best pre 0.059643,  best recall 0.136200
2021-08-06 09:11:29,920-WARNING:project level => top 16 : best suc 0.570653, best pre 0.056121,  best recall 0.126486
2021-08-06 09:11:29,922-WARNING:method level => top 17 : best suc 0.582857, best pre 0.058824,  best recall 0.141044
2021-08-06 09:11:29,922-WARNING:project level => top 17 : best suc 0.570653, best pre 0.054811,  best recall 0.133272
2021-08-06 09:11:29,925-WARNING:method level => top 18 : best suc 0.588571, best pre 0.055873,  best recall 0.142007
2021-08-06 09:11:29,926-WARNING:project level => top 18 : best suc 0.572846, best pre 0.054384,  best recall 0.139049
2021-08-06 09:11:29,928-WARNING:method level => top 19 : best suc 0.594286, best pre 0.055940,  best recall 0.147034
2021-08-06 09:11:29,928-WARNING:project level => top 19 : best suc 0.575185, best pre 0.052676,  best recall 0.140350
2021-08-06 09:11:29,931-WARNING:method level => top 20 : best suc 0.605714, best pre 0.054571,  best recall 0.151479
2021-08-06 09:11:29,931-WARNING:project level => top 20 : best suc 0.582422, best pre 0.053442,  best recall 0.146711
2021-08-06 09:11:29,941-INFO:MAP: 0.063806
2021-08-06 09:19:27,719-INFO:test start. test set size: 175
2021-08-06 09:19:27,787-INFO:test end time: 0.06753778457641602s
2021-08-06 09:19:27,791-WARNING:method level => top 1 : best suc 0.182857, best pre 0.182857,  best recall 0.029486
2021-08-06 09:19:27,791-WARNING:project level => top 1 : best suc 0.169583, best pre 0.169583,  best recall 0.028944
2021-08-06 09:19:27,795-WARNING:method level => top 2 : best suc 0.257143, best pre 0.131429,  best recall 0.040294
2021-08-06 09:19:27,795-WARNING:project level => top 2 : best suc 0.251079, best pre 0.126736,  best recall 0.039418
2021-08-06 09:19:27,798-WARNING:method level => top 3 : best suc 0.354286, best pre 0.139048,  best recall 0.059827
2021-08-06 09:19:27,798-WARNING:project level => top 3 : best suc 0.340690, best pre 0.123679,  best recall 0.053901
2021-08-06 09:19:27,801-WARNING:method level => top 4 : best suc 0.388571, best pre 0.122857,  best recall 0.069457
2021-08-06 09:19:27,801-WARNING:project level => top 4 : best suc 0.376125, best pre 0.107359,  best recall 0.061919
2021-08-06 09:19:27,804-WARNING:method level => top 5 : best suc 0.440000, best pre 0.105143,  best recall 0.074696
2021-08-06 09:19:27,804-WARNING:project level => top 5 : best suc 0.411220, best pre 0.100570,  best recall 0.073700
2021-08-06 09:19:27,807-WARNING:method level => top 6 : best suc 0.445714, best pre 0.100000,  best recall 0.084041
2021-08-06 09:19:27,807-WARNING:project level => top 6 : best suc 0.424475, best pre 0.096173,  best recall 0.082447
